MONTH,T10Y2Y,HOUST,IPMAN,PCE,UNRATE,CPIAUCSL,USRECM
1/1/2013,1.506086957,888,98.8816,11245.8,8,231.679,0
2/1/2013,1.631,962,99.366,11282.1,7.7,232.937,0
3/1/2013,1.62047619,1010,99.3249,11268.9,7.5,232.282,0
4/1/2013,1.526818182,835,98.9805,11259.3,7.6,231.797,0
5/1/2013,1.604782609,930,99.2802,11295.1,7.5,231.893,0
6/1/2013,1.9665,839,99.4436,11318.5,7.5,232.445,0
7/1/2013,2.143913043,880,98.5984,11346.8,7.3,232.9,0
8/1/2013,2.380909091,917,99.4279,11376.9,7.2,233.456,0
9/1/2013,2.290952381,850,99.4861,11413.9,7.2,233.544,0
10/1/2013,2.181304348,925,99.6678,11465.2,7.2,233.669,0
11/1/2013,2.184761905,1100,99.6727,11531.3,6.9,234.1,0
12/1/2013,2.445454545,1002,99.5066,11558.6,6.7,234.719,0
1/1/2014,2.25,888,98.4046,11543.7,6.6,235.288,0
2/1/2014,2.2635,944,99.3521,11615.4,6.7,235.547,0
3/1/2014,2.324285714,970,100.2411,11695.2,6.7,236.028,0
4/1/2014,2.184090909,1043,100.2186,11737.4,6.2,236.468,0
5/1/2014,2.071363636,1007,100.5074,11778.6,6.3,236.918,0
6/1/2014,2.146190476,911,100.841,11838,6.1,237.231,0
7/1/2014,1.947391304,1085,101.3987,11879.2,6.2,237.498,0
8/1/2014,1.947619048,984,100.8009,11958.8,6.1,237.46,0
9/1/2014,1.878181818,1023,100.8722,11964.9,5.9,237.477,0
10/1/2014,1.777826087,1074,100.7754,12035.5,5.7,237.43,0
11/1/2014,1.6185,1001,101.4676,12058.4,5.8,236.983,0
12/1/2014,1.503478261,1073,101.2936,12067.6,5.6,236.252,0
1/1/2015,1.209090909,1085,100.708,12036.5,5.7,234.747,0
2/1/2015,1.2885,886,99.9655,12083.1,5.5,235.342,0
3/1/2015,1.402272727,960,100.2806,12132.2,5.4,235.976,0
4/1/2015,1.395,1190,100.2455,12170.3,5.4,236.222,0
5/1/2015,1.512857143,1079,100.2375,12233.6,5.6,237.001,0
6/1/2015,1.675,1205,99.8551,12270.3,5.3,237.657,0
7/1/2015,1.584782609,1146,100.5954,12327.5,5.2,238.034,0
8/1/2015,1.46952381,1130,100.234,12359.3,5.1,238.033,0
9/1/2015,1.393181818,1224,100.0236,12356.4,5,237.498,0
10/1/2015,1.360454545,1058,99.8928,12362.3,5,237.733,0
11/1/2015,1.247142857,1172,99.578,12397.5,5.1,238.017,0
12/1/2015,1.205217391,1146,99.2995,12432.8,5,237.761,0
1/1/2016,1.072857143,1092,99.7502,12452.1,4.8,237.652,0
2/1/2016,0.996190476,1225,99.4265,12526.3,4.9,237.336,0
3/1/2016,0.97,1111,99.3601,12506.8,5,238.08,0
4/1/2016,1.037142857,1163,99.196,12586,5.1,238.992,0
5/1/2016,0.945,1148,99.115,12624.4,4.8,239.557,0
6/1/2016,0.912727273,1203,99.3614,12701.7,4.9,240.222,0
7/1/2016,0.791904762,1239,99.4487,12720.6,4.8,240.101,0
8/1/2016,0.819130435,1171,99.0922,12749.8,4.9,240.545,0
9/1/2016,0.820454545,1068,99.29,12806.8,5,241.176,0
10/1/2016,0.877619048,1313,99.4402,12828.1,4.9,241.741,0
11/1/2016,1.056818182,1140,99.332,12853.6,4.7,242.026,0
12/1/2016,1.236363636,1252,99.2912,12962.9,4.7,242.637,0
1/1/2017,1.114545455,1190,99.516,13020.4,4.7,243.618,0
2/1/2017,1.157,1271,99.5006,13038.6,4.6,244.006,0
3/1/2017,1.168695652,1190,99.2128,13089.3,4.4,243.892,0
4/1/2017,1.0035,1146,100.3682,13114.1,4.4,244.193,0
5/1/2017,0.95826087,1157,100.1552,13117.6,4.4,244.004,0
6/1/2017,0.844545455,1249,100.1335,13170.3,4.3,244.163,0
7/1/2017,0.90047619,1206,99.8331,13193.5,4.3,244.243,0
8/1/2017,0.873913043,1159,99.6166,13234.1,4.4,245.183,0
9/1/2017,0.778571429,1181,99.6582,13353.4,4.3,246.435,0
10/1/2017,0.773636364,1257,100.7491,13383.4,4.2,246.626,0
11/1/2017,0.626818182,1273,100.7789,13479.8,4.2,247.284,0
12/1/2017,0.531904762,1177,100.4778,13609,4.1,247.805,0
1/1/2018,0.503913043,1301,100.0893,13628.4,4,248.859,0
2/1/2018,0.6495,1279,101.1146,13668.3,4.1,249.529,0
3/1/2018,0.540909091,1324,101.205,13735.4,4,249.577,0
4/1/2018,0.484761905,1286,101.9431,13792.1,4,250.227,0
5/1/2018,0.445652174,1358,101.0712,13860.2,3.8,250.792,0
6/1/2018,0.379047619,1199,101.7339,13900.2,4,251.018,0
7/1/2018,0.269545455,1199,101.8353,13952.3,3.8,251.214,0
8/1/2018,0.253478261,1289,102.1497,14001.1,3.8,251.663,0
9/1/2018,0.2245,1247,102.1115,14013,3.7,252.182,0
10/1/2018,0.278695652,1220,101.7088,14096.5,3.8,252.772,0
11/1/2018,0.234545455,1177,101.2783,14160.6,3.8,252.594,0
12/1/2018,0.141428571,1089,101.4445,14051.7,3.9,252.767,0
1/1/2019,0.155652174,1232,100.6521,14090,4,252.718,0
2/1/2019,0.1635,1129,100.2042,14113.9,3.8,253.322,0
3/1/2019,0.161428571,1200,100.1091,14233.8,3.8,254.202,0
4/1/2019,0.179090909,1280,99.4866,14272.6,3.6,255.211,0
5/1/2019,0.180434783,1308,99.5509,14322.1,3.7,255.29,0
6/1/2019,0.26,1235,99.8517,14376.6,3.6,255.159,0
7/1/2019,0.214347826,1232,99.2399,14448.3,3.7,255.685,0
8/1/2019,0.055,1370,99.9127,14487,3.7,256.059,0
9/1/2019,0.049047619,1297,99.182,14511.2,3.5,256.511,0
10/1/2019,0.148695652,1328,98.4407,14554.2,3.6,257.244,0
11/1/2019,0.18047619,1343,99.115,14613.8,3.6,257.803,0
12/1/2019,0.238181818,1538,98.9808,14689.2,3.6,258.616,0
1/1/2020,0.217826087,1569,98.871,14728.8,3.5,259.037,0
2/1/2020,0.1645,1571,99.1914,14785.7,3.5,259.248,1
3/1/2020,0.421818182,1270,94.9624,13806,4.4,258.124,1
4/1/2020,0.413181818,938,80.3952,12082.4,14.7,256.092,1
5/1/2020,0.47952381,1055,83.9311,13129.4,13.2,255.868,0
6/1/2020,0.543636364,1269,90.2099,13937.5,11,256.986,0
7/1/2020,0.454782609,1510,93.5004,14230.1,10.2,258.278,0
8/1/2020,0.51047619,1376,94.8364,14352.8,8.4,259.411,0
9/1/2020,0.52,1461,94.8366,14583.3,7.9,260.029,0
10/1/2020,0.608636364,1530,95.8147,14626.1,6.9,260.286,0
11/1/2020,0.637142857,1541,96.358,14561,6.7,260.813,0
12/1/2020,0.763043478,1651,96.7461,14571.1,6.7,262.035,0
1/1/2021,0.85952381,1602,98.3236,14932.2,6.3,262.65,0
2/1/2021,1.0855,1430,94.7465,14843.2,6.2,263.638,0
3/1/2021,1.463913043,1711,97.723,15619.1,6.1,264.914,0
4/1/2021,1.471818182,1505,97.6707,15712.6,6.1,266.67,0
5/1/2021,1.396190476,1605,98.6103,15767.9,5.8,268.444,0
6/1/2021,1.316363636,1664,98.5774,15960.1,5.9,270.559,0
7/1/2021,1.049090909,1573,99.6776,16027.9,5.4,271.764,0
8/1/2021,1.065909091,1576,99.3527,16146,5.2,272.87,0
9/1/2021,1.082272727,1559,98.5784,16268,4.8,274.028,0
10/1/2021,1.133333333,1563,100.2511,16473.7,4.5,276.522,0
11/1/2021,0.955909091,1706,100.8291,16557.9,4.2,278.711,0
12/1/2021,0.750869565,1768,100.7976,16522.4,3.9,280.887,0
1/1/2022,0.746190476,1666,100.4851,16725.6,4,282.599,0
2/1/2022,0.474,1777,101.7173,16844.5,3.8,284.61,0
3/1/2022,0.21826087,1716,102.4339,17054.2,3.6,287.472,0
4/1/2022,0.19952381,1805,102.9031,17115.6,3.6,288.611,0
5/1/2022,0.268636364,1562,102.4763,17231.1,3.6,291.268,0
6/1/2022,0.138636364,1575,101.7132,17437.4,3.6,294.728,0
7/1/2022,-0.133333333,1377,102.1307,17420.3,3.5,294.628,0
8/1/2022,-0.352173913,1508,102.1622,17550.9,3.7,295.32,0
9/1/2022,-0.322272727,1465,102.1784,17656.8,3.5,296.539,0
10/1/2022,-0.372857143,1426,102.5286,17797.9,3.7,297.987,0
11/1/2022,-0.556818182,1419,101.6932,17778.8,3.6,298.598,0
12/1/2022,-0.641818182,1371,99.8911,17737.2,3.5,298.99,0
